Natural_Products_Name,NP_MRD_ID,SMILES,MW,LogP,HBD,HBA,TPSA,RotBonds,FractionCSP3,Cluster_ID
"4-{[(3s,4s,5r)-4-(hydroxymethyl)-5-(3,4,5-trimethoxyphenyl)oxolan-3-yl]methyl}-2-methoxyphenol",NP0215080,COC1=CC(C[C@@H]2CO[C@H]([C@@H]2CO)C2=CC(OC)=C(OC)C(OC)=C2)=CC=C1O,404.46,2.97,2,7,86.61,8,0.45,75
"9-[(6,7-dihydroxy-3,7-dimethyloct-2-en-1-yl)oxy]furo[3,2-g]chromen-7-one",NP0175152,CC(CCC(O)C(C)(C)O)=CCOC1=C2OC=CC2=CC2=C1OC(=O)C=C2,372.42,3.78,2,6,93.04,7,0.38,76
"(3ar,4r,5r,11as)-4-hydroxy-6,10-dimethyl-3-methylidene-2-oxo-3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-5-yl (2s,3s)-2,3-dimethyloxirane-2-carboxylate",NP0248803,C[C@@H]1O[C@]1(C)C(=O)O[C@H]1[C@H](O)[C@@H]2[C@@H](OC(=O)C2=C)\C=C(C)\CC\C=C1/C,362.42,2.22,1,6,85.36,2,0.6,77
Kreysigine,NP0070016,[H][C@]12CCC3=C(C(OC)=C(OC)C(OC)=C3)C3=C(O)C(OC)=CC(CCN1C)=C23,385.46,3.57,1,6,60.39,4,0.45,78
Saxalin,NP0046913,CC(C)(Cl)C(O)COC1=C2C=COC2=CC2=C1C=CC(=O)O2,322.74,3.3,1,5,72.81,4,0.31,79
"4,16-dimethoxy-10-azatetracyclo[7.7.1.0²,⁷.0¹³,¹⁷]heptadeca-1(16),2,4,6,13(17),14-hexaene-3,15-diol",NP0293688,COC1=CC=C2CC3NCCC4=CC(O)=C(OC)C(=C34)C2=C1O,313.35,2.52,3,5,70.95,2,0.33,80
"(3as,4r,11ar)-4-{[(3e)-5-hydroxy-3-(hydroxymethyl)-2-oxopent-3-en-1-yl]oxy}-6,10-dimethyl-3-methylidene-3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-2-one",NP0278908,C\C1=C/CC\C(C)=C\[C@H]2OC(=O)C(=C)[C@H]2[C@@H](C1)OCC(=O)C(\CO)=C\CO,376.45,2.03,2,6,93.06,6,0.52,81
"(1r,4z,7r)-4-ethylidene-7-hydroxy-7,14-dimethyl-6-methylidene-2,9-dioxa-14-azabicyclo[9.5.1]heptadec-11-ene-3,8,17-trione",NP0199395,C\C=C1\CC(=C)[C@@](C)(O)C(=O)OCC2=CCN(C)CC[C@@H](OC1=O)C2=O,363.41,0.93,1,7,93.14,0,0.53,82
"(1s,2s,4s,9s,10r)-14-oxo-7,15-diazatetracyclo[7.7.1.0²,⁷.0¹⁰,¹⁵]heptadecan-4-yl 2-aminobenzoate",NP0146274,NC1=CC=CC=C1C(=O)O[C@H]1CCN2C[C@@H]3C[C@@H](CN4[C@@H]3CCCC4=O)[C@@H]2C1,383.49,2.29,1,5,75.87,2,0.64,83
"(2z,4r,8r,9r,11r)-2-(hydroxymethyl)-11-methyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.0⁴,⁸]tetradeca-1(13),2-dien-9-yl 3-methylbutanoate",NP0212825,CC(C)CC(=O)O[C@@H]1C[C@@]2(C)OC(=CC2=O)\C(CO)=C/[C@H]2OC(=O)C(=C)[C@H]12,376.41,1.61,1,7,99.13,4,0.55,84
"[(2s,3r,4r)-2-(7-methoxy-2h-1,3-benzodioxol-5-yl)-4-[(3,4,5-trimethoxyphenyl)methyl]oxolan-3-yl]methanol",NP0211897,COC1=C2OCOC2=CC(=C1)[C@H]1OC[C@H](CC2=CC(OC)=C(OC)C(OC)=C2)[C@@H]1CO,432.47,2.99,1,8,84.84,8,0.48,85
Maxicanin G,NP0063978,C[C@@H]1C[C@H]2OC(=O)C(=C)[C@H]2C[C@@]23O[C@]2(C)C[C@H](OC(C)=O)[C@@H]13,306.36,1.99,0,5,65.13,1,0.76,86
"5-[(1s,3ar,4s,6ar)-4-(3,5-dihydroxy-4-methoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-2-methoxybenzene-1,3-diol",NP0308191,COC1=C(O)C=C(C=C1O)[C@H]1OC[C@H]2[C@@H]1CO[C@@H]2C1=CC(O)=C(OC)C(O)=C1,390.39,2.6,4,8,117.84,4,0.4,87
Gibberellin A27,NP0050180,C[C@@]12[C@H]3[C@H](C(O)=O)[C@@]45C[C@@H](CC[C@H]4[C@]3(COC1=O)C[C@H](O)[C@@H]2O)C(=C)C5,362.42,1.35,3,5,104.06,1,0.8,88
"n-{4,14-dihydroxy-3,5-dimethoxy-13-oxotricyclo[9.5.0.0²,⁷]hexadeca-1(16),2(7),3,5,11,14-hexaen-10-yl}ethanimidic acid",NP0329152,COC1=CC2=C(C(OC)=C1O)C1=CC=C(O)C(=O)C=C1C(CC2)NC(C)=O,371.39,2.27,3,6,105.09,3,0.3,89
"(3as,4s,4ar,5s,7as,8r,9as)-4-hydroxy-4a,8-dimethyl-3-methylidene-2-oxo-octahydro-3ah-azuleno[6,5-b]furan-5-yl acetate",NP0155989,C[C@@H]1C[C@@H]2OC(=O)C(=C)[C@H]2[C@H](O)[C@]2(C)[C@H](CC[C@@H]12)OC(C)=O,308.37,1.83,1,5,72.83,1,0.76,90
"(1's,2s,2'r,7'r,9'r,10'r,11's)-10'-(acetyloxy)-11'-hydroxy-1',5'-dimethyl-8'-oxaspiro[oxirane-2,12'-tricyclo[7.2.1.0²,⁷]dodecan]-5'-en-2'-ylmethyl acetate",NP0256684,CC(=O)OC[C@]12CCC(C)=C[C@H]1O[C@@H]1[C@H](OC(C)=O)[C@@H](O)[C@@]2(C)[C@]11CO1,366.41,1.12,1,7,94.59,3,0.79,91
"6,7-dimethoxy-1-[(4-methoxyphenyl)methyl]-2-methyl-3,4-dihydro-1h-isoquinoline",NP0266693,COC1=CC=C(CC2N(C)CCC3=CC(OC)=C(OC)C=C23)C=C1,327.42,3.48,0,4,30.93,5,0.4,92
"(3S,7R)-7-methoxyresorcylide",NP0017239,[H]OC1=C([H])C(O[H])=C2C(=C1[H])C([H])([H])C(=O)C([H])([H])[C@]([H])(OC([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])[C@@]([H])(OC2=O)C([H])([H])[H],322.36,2.34,2,6,93.06,1,0.53,93
(-)-Argophyllone B,NP0058724,C\C=C(\C)C(=O)O[C@@H]1C[C@]2(C)O[C@@H]2CC(=O)[C@@H](CO)C[C@H]2OC(=O)C(=C)[C@H]12,378.42,1.48,1,7,102.43,3,0.65,94
"(8r,9s,10s)-3,4,5,19-tetramethoxy-9,10-dimethyl-15,17-dioxatetracyclo[10.7.0.0²,⁷.0¹⁴,¹⁸]nonadeca-1(12),2(7),3,5,13,18-hexaen-8-ol",NP0326571,COC1=CC2=C(C(OC)=C1OC)C1=C(C[C@H](C)[C@H](C)[C@H]2O)C=C2OCOC2=C1OC,416.47,3.98,1,7,75.61,4,0.48,95
"(1r,2s,3s,5s,8s,9s,10s,11r,15s,16r)-3,9,10,15-tetrahydroxy-16-methoxy-12,12-dimethyl-6-methylidene-17-oxapentacyclo[7.6.2.1⁵,⁸.0¹,¹¹.0²,⁸]octadecan-7-one",NP0196072,CO[C@@H]1O[C@]2(O)[C@@H](O)[C@@H]3C(C)(C)CC[C@H](O)[C@]13[C@@H]1[C@@H](O)C[C@@H]3C[C@]21C(=O)C3=C,394.46,0.35,4,7,116.45,1,0.86,96
"methyl (1s,12r,19r)-12-ethyl-8-methyl-8,16-diazapentacyclo[10.6.1.0¹,⁹.0²,⁷.0¹⁶,¹⁹]nonadeca-2,4,6,9-tetraene-10-carboxylate",NP0187554,CC[C@]12CCCN3CC[C@@]4([C@@H]13)C1=CC=CC=C1N(C)C4=C(C2)C(=O)OC,352.48,3.47,0,4,32.78,2,0.59,97
Olgin (sesquiterpene),NP0063680,CC(=O)O[C@@]1(C)[C@H]2[C@@H](OC1=O)[C@@H]1C(C)=CC(=O)C1=C(C)C[C@@H]2OC(=O)C(C)=C,388.42,2.2,0,7,95.97,3,0.52,98
"methyl (1s,14r,15r,17s,18s)-17-ethyl-14-hydroxy-3,13-diazapentacyclo[13.3.1.0²,¹⁰.0⁴,⁹.0¹³,¹⁸]nonadeca-2(10),4,6,8-tetraene-1-carboxylate",NP0308481,CC[C@H]1C[C@@H]2C[C@@]3([C@H]1N(CCC1=C3NC3=CC=CC=C13)[C@@H]2O)C(=O)OC,354.45,2.57,2,4,65.56,2,0.57,99
"11-ethyl-4,6-dimethoxy-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecane-8,13,16-triol",NP0313263,CCN1CC2(O)CCC(O)C34C5CC6C(OC)C5C(O)(CC6OC)C(CC23)C14,393.52,0.63,3,6,82.39,3,1.0,100
"4,8-dihydroxy-6,10-dimethyl-3-methylidene-2-oxo-3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-5-yl 2-methylbut-2-enoate",NP0292369,CC=C(C)C(=O)OC1C(O)C2C(OC(=O)C2=C)C=C(C)CC(O)C=C1C,362.42,1.98,2,6,93.06,2,0.5,101
Yuzurine,NP0077390,CC[C@]1(CC[C@@]2(CO1)[C@H]1CN(C)C[C@@]22C[C@H]([C@H]3CCC(CC1)=C23)C(=O)OC)OC,403.56,3.78,0,5,48.0,3,0.88,102
"(1r,3r,5s,8z,12s,13r)-12-hydroxy-5,9,13-trimethyl-16-methylidene-4,14-dioxatricyclo[11.3.2.0³,⁵]octadec-8-en-15-one",NP0245090,C\C1=C\CC[C@]2(C)O[C@@H]2C[C@H]2CC[C@@](C)(OC(=O)C2=C)[C@@H](O)CC1,334.46,3.68,1,4,59.06,0,0.75,103
"5-{9-butyl-4-methyl-2,14-dioxa-10-azapentacyclo[6.5.1.0¹,⁵.0⁶,¹⁰.0⁹,¹³]tetradecan-3-ylidene}-3-(hydroxymethyl)-4-methoxyfuran-2-one",NP0226130,CCCCC12C3CC4C5C(C)C(OC5(O3)C1CCN24)=C1OC(=O)C(CO)=C1OC,403.48,2.06,1,7,77.46,5,0.77,104
"(1r,2r,4s,6s,9s,10s,11s,13s)-2,11-dihydroxy-5,5,9-trimethyl-14-methylidene-3,15-dioxotetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-6-yl acetate",NP0208821,CC(=O)O[C@H]1CC[C@@]2(C)[C@@H]3[C@@H](O)C[C@@H]4C[C@@]3([C@@H](O)C(=O)[C@@H]2C1(C)C)C(=O)C4=C,390.48,1.82,2,6,100.9,1,0.77,105
"2,18-dimethyl (1s,9r,16s,18r,21s)-2,12-diazahexacyclo[14.2.2.1⁹,¹².0¹,⁹.0³,⁸.0¹⁶,²¹]henicosa-3,5,7-triene-2,18-dicarboxylate",NP0175065,COC(=O)[C@@H]1C[C@@]23CCCN4CC[C@]5([C@H]24)C2=CC=CC=C2N(C(=O)OC)[C@@]15CC3,396.49,3.09,0,5,59.08,1,0.65,106
"11-ethyl-13-(hydroxymethyl)-6,8-dimethoxy-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecane-4,16-diol",NP0204465,CCN1CC2(CO)CCC(O)C34C5CC6C(O)C5C(CC6OC)(OC)C(CC23)C14,407.55,0.88,3,6,82.39,4,1.0,107
Speciogynin,NP0067460,CC[C@H]1CN2CCC3=C(NC4=CC=CC(OC)=C34)[C@@H]2C[C@@H]1\C(=C\OC)C(=O)OC,398.5,3.83,1,5,63.79,5,0.52,108
"(6-strobilactone-B) ester of (E,E)-6-carbonyl-",NP0040456,[H]O[C@]([H])(C(=O)C(\[H])=C(/[H])\C(\[H])=C(/[H])C(=O)O[C@]1([H])C([H])=C2C([H])([H])OC(=O)[C@]2(O[H])[C@@]2(C([H])([H])[H])C([H])([H])C([H])([H])C([H])([H])C(C([H])([H])[H])(C([H])([H])[H])[C@]12[H])C([H])([H])[H],418.49,2.02,2,7,110.13,5,0.61,109
"14,15,16-trimethoxy-10-methyl-10-azatetracyclo[7.7.1.0²,⁷.0¹³,¹⁷]heptadeca-1(17),2,4,6,13,15-hexaene",NP0179337,COC1=C2CCN(C)C3CC4=CC=CC=C4C(C(OC)=C1OC)=C23,325.41,3.46,0,4,30.93,3,0.4,110
"16-chloro-10,17,19-trihydroxy-4-methyl-3,7-dioxatricyclo[13.4.0.0⁶,⁸]nonadeca-1(19),11,15,17-tetraene-2,13-dione",NP0260609,CC1CC2OC2CC(O)C=CC(=O)CC2=C(Cl)C(O)=CC(O)=C2C(=O)O1,382.8,1.89,3,7,116.59,0,0.44,111
"(3ar,4s,5ar,6r,9as,9br)-6-hydroxy-5a,9-dimethyl-3-methylidene-2-oxo-3ah,4h,5h,6h,7h,9ah,9bh-naphtho[1,2-b]furan-4-yl (2s,3s)-2,3-dimethyloxirane-2-carboxylate",NP0211506,C[C@@H]1O[C@]1(C)C(=O)O[C@H]1C[C@@]2(C)[C@H](O)CC=C(C)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,362.42,1.91,1,6,85.36,2,0.7,112
"(10r)-4,5,16-trimethoxy-11-methyl-11-azatetracyclo[8.7.1.0²,⁷.0¹⁴,¹⁸]octadeca-1(17),2(7),3,5,14(18),15-hexaene-3,17-diol",NP0234625,COC1=CC2=C3[C@@H](CCC4=C(C(O)=C(OC)C(OC)=C4)C3=C1O)N(C)CC2,371.43,3.27,2,6,71.39,3,0.43,113
9beta-Hydroxykandavanolide,NP0063942,CC(=O)O[C@@H]1C[C@@H]2[C@@H]([C@@H]3OC(=O)C(=C)[C@@H]3[C@H](O)[C@H](O)C2=C)C1=C,320.34,0.5,2,6,93.06,1,0.53,114
"[7-(acetyloxy)-5,6,7,7a-tetrahydro-3h-pyrrolizin-1-yl]methyl 2,3-dihydroxy-2-(1-methoxyethyl)-3-methylbutanoate",NP0178898,COC(C)C(O)(C(=O)OCC1=CCN2CCC(OC(C)=O)C12)C(C)(C)O,371.43,0.01,2,8,105.53,7,0.78,115
"{4-hydroxy-6-methyl-3-methylidene-2-oxo-3ah,4h,7h,8h,11h,11ah-cyclodeca[b]furan-10-yl}methyl 2-methylpropanoate",NP0310378,CC(C)C(=O)OCC1=CCCC(C)=CC(O)C2C(C1)OC(=O)C2=C,334.41,2.7,1,5,72.83,3,0.58,116
"(1s,2s,3r,5s,8s,9s,10s,11r,12s)-9,10-dihydroxy-12-(hydroxymethyl)-12-methyl-6-methylidene-7-oxo-17-oxapentacyclo[7.6.2.1⁵,⁸.0¹,¹¹.0²,⁸]octadecan-3-yl acetate",NP0290249,CC(=O)O[C@@H]1C[C@@H]2C[C@]3([C@@H]1[C@]14CCC[C@](C)(CO)[C@H]1[C@H](O)[C@@]3(O)OC4)C(=O)C2=C,406.48,0.95,3,7,113.29,2,0.82,117
"(1s,2r,3r,4s,5s,6s,8r,9r,10r,13s,16s,17r,18r)-11-ethyl-6,18-dimethoxy-13-(methoxymethyl)-11-azahexacyclo[7.7.2.1²,⁵.0¹,¹⁰.0³,⁸.0¹³,¹⁷]nonadecane-4,8,16-triol",NP0267924,CCN1C[C@]2(COC)CC[C@H](O)[C@@]34[C@@H]5C[C@H]6[C@H](O)[C@@H]5[C@](O)(C[C@@H]6OC)[C@@H]([C@H](OC)[C@H]23)[C@@H]14,437.58,0.5,3,7,91.62,5,1.0,118
"9-hydroxy-8,8-dimethyl-2-oxo-9h,10h-pyrano[2,3-h]chromen-10-yl 2-methylpropanoate",NP0146490,CC(C)C(=O)OC1C(O)C(C)(C)OC2=CC=C3C=CC(=O)OC3=C12,332.35,2.57,1,6,85.97,2,0.44,119
"(1s,2z,4s,8r,9r,11s,12r)-1-hydroxy-2-(hydroxymethyl)-12-methoxy-11-methyl-7-methylidene-6-oxo-5,14-dioxatricyclo[9.2.1.0⁴,⁸]tetradec-2-en-9-yl (2r)-2-methylbutanoate",NP0252128,CC[C@@H](C)C(=O)O[C@@H]1C[C@]2(C)O[C@@](O)(C[C@H]2OC)\C(CO)=C/[C@@H]2OC(=O)C(=C)[C@H]12,410.46,1.25,2,8,111.52,5,0.71,120
nigakilactone c,NP0292923,CO[C@H]1[C@H](C)[C@@H]2CC(=O)O[C@@H]3C[C@H]4[C@H](C)C=C(OC)C(=O)[C@]4(C)[C@@H]([C@@H]1OC(C)=O)[C@]23C,434.53,2.91,0,7,88.13,3,0.79,121
"[5-hydroxy-6-(hydroxymethyl)-3-methylidene-2-oxo-3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-10-yl]methyl 2-methylpropanoate",NP0204831,CC(C)C(=O)OCC1=CC2OC(=O)C(=C)C2CC(O)C(CO)=CCC1,350.41,1.67,2,6,93.06,4,0.58,122
"(2r,4r,8s,9s,10r,11s)-10-hydroxy-2,11-dimethyl-7-methylidene-6,12-dioxo-5,14-dioxatricyclo[9.2.1.0⁴,⁸]tetradec-1(13)-en-9-yl 3-methylbutanoate",NP0176199,CC(C)CC(=O)O[C@H]1[C@@H]2[C@@H](C[C@@H](C)C3=CC(=O)[C@@](C)(O3)[C@@H]1O)OC(=O)C2=C,378.42,1.68,1,7,99.13,3,0.65,123
"4-[(3,4-dimethoxyphenyl)methyl]-3-(4-hydroxy-3-methoxybenzoyl)oxolan-2-one",NP0295081,COC1=CC=C(CC2COC(=O)C2C(=O)C2=CC=C(O)C(OC)=C2)C=C1OC,386.4,2.63,1,7,91.29,7,0.33,124
"4-[4-(2h-1,3-benzodioxol-5-yl)-4-hydroxy-2,3-dimethylbutyl]-2-methoxyphenol",NP0145523,COC1=CC(CC(C)C(C)C(O)C2=CC=C3OCOC3=C2)=CC=C1O,344.41,3.68,2,5,68.15,6,0.4,125
"2,12,16-trihydroxy-5,5,9-trimethyl-14-methylidene-15-oxotetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-6-yl acetate",NP0314957,CC(=O)OC1CCC2(C)C3CC(O)C4C(O)C3(C(O)CC2C1(C)C)C(=O)C4=C,392.49,1.61,3,6,104.06,1,0.82,126
"(2r,5s,6s,9r,13s,15r)-6-[(2r,3e,5r)-2,5-dihydroxyhex-3-en-2-yl]-15-hydroxy-5-methyltetracyclo[11.4.1.0²,¹⁰.0⁵,⁹]octadeca-1(17),10-dien-12-one",NP0199354,C[C@@H](O)\C=C\[C@@](C)(O)[C@H]1CC[C@H]2C3=CC(=O)[C@@H]4C[C@H](O)CC=C(C4)[C@H]3CC[C@]12C,400.56,3.71,3,4,77.76,3,0.72,127
"(1s,2z,8s,10s,11r)-6-[(acetyloxy)methyl]-11-hydroxy-1,10-dimethyl-5-oxo-4,14-dioxatricyclo[9.2.1.0³,⁷]tetradeca-2,6-dien-8-yl (2e)-2-methylbut-2-enoate",NP0208981,C\C=C(/C)C(=O)O[C@H]1C[C@H](C)[C@@]2(O)CC[C@](C)(O2)\C=C2\OC(=O)C(COC(C)=O)=C12,420.46,2.46,1,8,108.36,4,0.59,128
"(1r,2r,4r,9r,10s,11r,12r,13s,16r)-2,11,12,16-tetrahydroxy-5,5,9-trimethyl-14-methylidenetetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecan-15-one",NP0227749,CC1(C)CCC[C@]2(C)[C@@H]1C[C@@H](O)[C@@]13[C@H](O)[C@@H]([C@@H](O)[C@H](O)[C@@H]21)C(=C)C3=O,350.46,1.04,4,5,97.99,0,0.85,129
"5-hydroxy-2-(3-hydroxy-4,5-dimethoxyphenyl)-6,7-dimethoxy-2,3-dihydro-1-benzopyran-4-one",NP0292886,COC1=CC(=CC(O)=C1OC)C1CC(=O)C2=C(O)C(OC)=C(OC)C=C2O1,376.36,2.84,2,8,103.68,5,0.32,130
"(11s)-7,11-dimethoxy-1h,2h,4h,5h,10h,11h,12h-indolo[7a,1-a]isoquinolin-8-ol",NP0190855,CO[C@H]1CC=C2CCN3CCC4=C(C=C(O)C(OC)=C4)C23C1,301.39,2.59,1,4,41.93,2,0.56,131
"(12br,13r)-3,4,10,11-tetramethoxy-13-methyl-7,8,12b,13-tetrahydro-5h-6-azatetraphene",NP0307008,COC1=CC2=C(C=C1OC)[C@H]1[C@H](C)C3=CC=C(OC)C(OC)=C3CN1CC2,369.46,3.94,0,5,40.16,4,0.45,132
"(1r,14s,24s)-13-methyl-5,7,19,21,25-pentaoxa-13-azahexacyclo[12.11.0.0²,¹⁰.0⁴,⁸.0¹⁵,²³.0¹⁸,²²]pentacosa-2,4(8),9,15(23),16,18(22)-hexaen-24-ol",NP0146853,CN1CCC2=CC3=C(OCO3)C=C2[C@H]2O[C@H](O)C3=C(C=CC4=C3OCO4)[C@H]12,369.37,2.44,1,7,69.62,0,0.4,133
"16,17-Dihydro-17beta-hydroxymitraphylline",NP0074085,COC(=O)[C@H]1[C@H](O)O[C@@H](C)[C@H]2CN3CC[C@@]4([C@@H]3C[C@@H]12)C(=O)NC1=C4C=CC=C1,386.45,1.11,2,6,88.1,1,0.62,134
beta-Methylcubebin,NP0075137,CO[C@@H]1OC[C@H](CC2=CC=C3OCOC3=C2)[C@H]1CC1=CC2=C(OCO2)C=C1,370.4,3.16,0,6,55.38,5,0.43,135
olearin,NP0032556,[H]O[C@@]([H])(C1=C([H])C(=O)OC1([H])[H])C([H])([H])[C@@]1(C([H])([H])[H])[C@]([H])(C([H])([H])[H])C([H])([H])C([H])([H])[C@@]23C(=C([H])C([H])([H])C([H])([H])[C@]12[H])C(=O)OC3([H])[H],346.42,2.54,1,5,72.83,3,0.7,136
"4,9-dimethyl-14-methylidene-13-oxo-5,12-dioxatricyclo[9.3.0.0⁴,⁶]tetradec-9-en-8-yl acetate",NP0157426,CC(=O)OC1CC2OC2(C)CCC2C(OC(=O)C2=C)C=C1C,306.36,2.3,0,5,65.13,1,0.65,137
"(1r,2r,5r,6r,8r,9r,10s,11r)-6-hydroxy-6,11-dimethyl-16-oxo-15-oxapentacyclo[9.3.2.1⁵,⁸.0¹,¹⁰.0²,⁸]heptadecane-9-carboxylic acid",NP0207098,C[C@@]1(O)C[C@]23C[C@H]1CC[C@H]2[C@]12CCC[C@](C)([C@@H]1[C@H]3C(O)=O)C(=O)O2,334.41,2.36,2,4,83.83,1,0.89,138
"(3ar,4s,5r,6r,10r,11ar)-4,6-dihydroxy-6,10-dimethyl-3-methylidene-2,7-dioxo-3ah,4h,5h,10h,11h,11ah-cyclodeca[b]furan-5-yl 3-methylbutanoate",NP0286424,CC(C)CC(=O)O[C@@H]1[C@@H](O)[C@@H]2[C@@H](C[C@@H](C)\C=C/C(=O)[C@]1(C)O)OC(=O)C2=C,380.44,1.32,2,7,110.13,3,0.65,139
"2-(2h-1,3-benzodioxol-5-yl)-5,7-dimethoxy-3-methyl-3a-(prop-2-en-1-yl)-2,3-dihydro-1-benzofuran-6-one",NP0149027,COC1=CC2(CC=C)C(C)C(OC2=C(OC)C1=O)C1=CC=C2OCOC2=C1,370.4,3.66,0,6,63.22,5,0.38,140
"3-hydroxy-14-methyl-6-methylidene-10,16,18-trioxahexacyclo[12.5.1.1⁵,⁸.0¹,¹¹.0²,⁸.0¹⁷,²⁰]henicosane-7,9-dione",NP0223978,CC12COC3OCC4(C13)C(CC2)OC(=O)C12CC(CC(O)C41)C(=C)C2=O,360.41,1.21,1,6,82.06,0,0.8,141
"5,6-dihydroxy-6,10-dimethyl-3-methylidene-2,7-dioxo-3ah,4h,5h,8h,9h,11ah-cyclodeca[b]furan-4-yl 2-methylbut-2-enoate",NP0143641,CC=C(C)C(=O)OC1C2C(OC(=O)C2=C)C=C(C)CCC(=O)C(C)(O)C1O,378.42,1.38,2,7,110.13,2,0.55,142
"(9r,11ar)-3-(hydroxymethyl)-6,10-dimethyl-2-oxo-4h,5h,8h,9h,11ah-cyclodeca[b]furan-9-yl acetate",NP0303393,CC(=O)O[C@@H]1C\C=C(C)\CCC2=C(CO)C(=O)O[C@@H]2\C=C1/C,306.36,2.21,1,5,72.83,2,0.53,143
"(1r,2s,4s,6r,9z,11r)-4-[(acetyloxy)methyl]-9-(hydroxymethyl)-14-methylidene-13-oxo-5,12-dioxatricyclo[9.3.0.0⁴,⁶]tetradec-9-en-2-yl 2-methylprop-2-enoate",NP0181752,CC(=O)OC[C@@]12C[C@H](OC(=O)C(C)=C)[C@@H]3[C@H](OC(=O)C3=C)\C=C(CO)\CC[C@H]1O2,406.43,1.38,1,8,111.66,5,0.57,144
3-(hydroxymethyl)-6-isopropyl-5-[(2-methylpropanoyl)oxy]-2-oxocyclohex-3-en-1-yl 4-hydroxy-2-methylbut-2-enoate,NP0302617,CC(C)C1C(OC(=O)C(C)C)C=C(CO)C(=O)C1OC(=O)C(C)=CCO,368.43,1.18,2,7,110.13,7,0.63,145
"(1r,2r,3s,4s,5r,9s,10s,12s,13r)-2,3,12-trihydroxy-5,9-dimethyl-14-methylidenetetracyclo[11.2.1.0¹,¹⁰.0⁴,⁹]hexadecane-5-carboxylic acid",NP0326835,C[C@@]12CCC[C@](C)([C@H]1[C@H](O)[C@H](O)[C@@]13C[C@@H]([C@@H](O)C[C@@H]21)C(=C)C3)C(O)=O,350.46,1.95,4,4,97.99,1,0.85,146
Tithonin,NP0058717,CC[C@H](C)C(=O)O[C@@H]1C[C@]2(CO)CC[C@@](O)(O2)\C(C)=C/[C@H]2OC(=O)C(=C)[C@H]12,380.44,1.62,2,7,102.29,4,0.7,147
"6-[4-(2h-1,3-benzodioxol-5-yl)-hexahydrofuro[3,4-c]furan-1-yl]-2h-1,3-benzodioxol-5-ol",NP0143535,OC1=CC2=C(OCO2)C=C1C1OCC2C1COC2C1=CC2=C(OCO2)C=C1,370.36,2.92,1,7,75.61,2,0.4,148
(-)-Eupachinilide G,NP0079035,C[C@H]1O[C@@]1(C)C(=O)O[C@@H]1CC(C=O)=C2C=C[C@](C)(O)[C@@H]2[C@H]2OC(=O)C(=C)[C@H]12,374.39,1.01,1,7,102.43,3,0.55,149
"5-[4-(3,4-dimethoxyphenyl)-hexahydrofuro[3,4-c]furan-1-yl]-4-methyl-2h-1,3-benzodioxole",NP0163329,COC1=CC=C(C=C1OC)C1OCC2C1COC2C1=CC=C2OCOC2=C1C,384.43,3.82,0,6,55.38,4,0.45,150
5e-7-oxozeaenol,NP0241089,COC1=CC(O)=C2C(=C1)\C=C\C[C@H](O)[C@H](O)C(=O)\C=C\C[C@H](C)OC2=O,362.38,1.6,3,7,113.29,1,0.37,151
"{4-hydroxy-10-methyl-3-methylidene-2-oxo-3ah,4h,7h,8h,11h,11ah-cyclodeca[b]furan-6-yl}methyl 4-hydroxy-2-methylbut-2-enoate",NP0327658,CC(=CCO)C(=O)OCC1=CC(O)C2C(CC(C)=CCC1)OC(=O)C2=C,362.42,1.98,2,6,93.06,4,0.5,152
(-)-19-Epivoacangarine,NP0067893,COC(=O)[C@@]12C[C@H]3C[C@H]([C@@H](C)O)[C@@H]1N(C3)CCC1=C2NC2=CC=C(OC)C=C12,384.48,2.23,2,5,74.79,3,0.59,153
Estafiatin 8-O-isovalerate,NP0073475,CC[C@@H](C)C(=O)O[C@H]1CC(=C)[C@@H]2C[C@H]3O[C@@]3(C)[C@@H]2[C@@H]2OC(=O)C(=C)[C@H]12,346.42,2.8,0,5,65.13,3,0.7,154
"4a,8-dimethyl-3-methylidene-9-[(2-methylpropanoyl)oxy]-2,5-dioxo-3ah,4h,7ah,8h,9h,9ah-azuleno[6,5-b]furan-4-yl 2-(hydroxymethyl)prop-2-enoate",NP0264950,CC(C)C(=O)OC1C2OC(=O)C(=C)C2C(OC(=O)C(=C)CO)C2(C)C(C=CC2=O)C1C,432.47,1.52,1,8,116.2,5,0.57,155
